PAID;FECHA_REGISTRO;UNIDAD_NOMBRE;PROYECTO_RNPC;UNIDAD_DEPARTAMENTO;DESTINO_DEPARTAMENTO;DESTINO_CIUDAD;ATENCION_TIPO_TRAMITE;ATENCION_DESTINO;ATENCION_TEMA;ATENCION_MOTIVO;ATENCION_ESTADO;PERSONA_RANGO_EDAD;PERSONA_CONDICION_DISCAPACIDAD;PERSONA_POBLACION_ESPECIAL;PERSONA_GENERO;PERSONA_PROFESION;PERSONA_ACEPTA_HABEAS_DATA;TIPO_EMPRESA;EMPRESA_TIPO_DOCUMENTO;EMPRESA_TIPO_DOCUMENTO;EMPRESA_RAZON_SOCIAL;ESTADO_SERVICIO;CAUSAL;TIPO_PRODUCTO;NOMBRE_PRODUCTO;VALOR_PRODUCTO;FECHA_ADQUISICION;FECHA_ULTIMO_ENCUENTRO;FECHA_FIN_ULTIMO_ENCUENTRO;FECHA_FIN_REAL;ENCUENTRO_ACORDADO;FECHA_CONTRATO;DURACION
837533;2022-09-05;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;INFORMAL;;#¡REF!;jessica ximena lopez galindez- la hacienda salome;AGENDADO;Incumplimiento contractual;Bien;pago de una obligacion dineraria;67273000;2022-08-04 00:00;2022-09-05;;2022-09-05;NO;;0
816256;2022-08-17;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Auditiva;Adulto mayor;Hombre;Básica Primaria;SI;FORMAL;NIT;#¡REF!;CDA LA SEXTA SAS;CERRADO;Incumplimiento contractual;Servicio;SERVICIO DE REVISION DE VEHICULO;INDETERMINADO;2022-07-30 00:00;2022-08-22;2022-08-22;2022-08-22;NO;;5
1068277;2023-06-23;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Posgrado;SI;FORMAL;NIT;#¡REF!;PROYECTOS INDUSTRIALES HERGO S.A.S.;CERRADO-ICOM;Incumplimiento de la garantía;Servicio;Remodelación ;5800000;2022-09-26 00:00;2023-07-05;2023-07-07;2023-07-07;NO;;14
1067391;2023-06-23;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Posgrado;SI;FORMAL;NIT;#¡REF!;PROYECTOS INDUSTRIALES HERGO S.A.S.;CERRADO-IAP;Incumplimiento de la garantía;Servicio;remodelación ;5800000;2022-09-26 00:00;2023-07-05;2023-06-23;2023-06-23;NO;;0
715766;2022-05-03;CB SUBA;Casas del Consumidor Bogota;BOGOTA;BOGOTA;SUBA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Posgrado;NO;FORMAL;NIT;#¡REF!;BIKE HOUSE ;CERRADO;Incumplimiento de la garantía;Bien;BICICLETA TREK PROCALIBER 9.5;7990000;2022-01-14 00:00;2022-05-16;2022-05-17;2022-05-17;NO;;14
1203260;2023-11-02;CB BARRIOS UNIDOS;Casas del Consumidor Bogota;BOGOTA;BOGOTA;BARRIOS UNIDOS;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;#¡REF!;RESIDERE SAS;CERRADO-NA;Información o publicidad engañosa;Bien;Apartamento;159900000;2021-02-20 00:00;2023-11-21;;2023-11-21;NO;;19
745583;2022-06-01;CB SUBA;Casas del Consumidor Bogota;BOGOTA;BOGOTA;SUBA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Profesional;SI;INFORMAL;;#¡REF!;henry jesus camargo viasuc/ casa de eventos ana maria sierra;CERRADO;Incumplimiento de la garantía;Servicio;Prestanción de servicios en logística de evento de 15 años;3000000;2022-02-26 00:00;2022-06-09;2022-06-14;2022-06-14;NO;;13
669276;2022-03-14;CB SUBA;Casas del Consumidor Bogota;BOGOTA;BOGOTA;SUBA;ORIENTACIÓN;SIC;Turismo;Derecho de retracto;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;INFORMAL;;#¡REF!;INTERWORD;CERRADO;Derecho de Retracto;Servicio;membresia;INDETERMINADO;2022-02-03 00:00;2022-03-22;2022-03-15;2022-03-15;NO;;1
1080708;2023-07-07;CB USAQUEN;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USAQUEN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Mujer;Profesional;SI;FORMAL;NIT;#¡REF!;UNIVERSAL PACIFIC CLUB;AGENDADO;Derecho de Retracto;Servicio;planes turisticos;2520000;2023-01-08 00:00;2023-07-21;;2023-07-21;NO;;14
745092;2022-06-01;CB SUBA;Casas del Consumidor Bogota;BOGOTA;BOGOTA;SUBA;ARREGLO DIRECTO;SIC;Garantías ;Garantía suplementaria;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Profesional;SI;FORMAL;NIT;#¡REF!;AUTECO MOBILITY S.A.S.;CERRADO-DCIU;Incumplimiento de la garantía;Bien;COMPRA DE MOTOCICLETA;15999000;2021-05-22 00:00;2022-06-15;2022-06-16;2022-06-16;NO;;15
766016;2022-06-23;CB SUBA;Casas del Consumidor Bogota;BOGOTA;BOGOTA;SUBA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Básica Primaria;SI;INFORMAL;;#¡REF!;servi whirl pool pluss;CERRADO-DCIU;Incumplimiento de la garantía;Bien;nevera;150000;2022-05-14 00:00;2022-07-14;2022-07-14;2022-07-14;NO;;21
485825;2021-08-10;CB CIUDAD BOLÍVAR;Casas del Consumidor Bogota;BOGOTA;BOGOTA;CIUDAD BOLIVAR;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Ninguno                                  ;SI;INFORMAL;;#¡REF!;refacciones dh;CERRADO;Incumplimiento contractual;Servicio;CONSTRUCCION DE UNA ESCALERA;520000;2020-09-29 00:00;2021-08-19;2021-08-19;2021-08-19;NO;;9
597086;2021-11-25;CR BUCARAMANGA;Casas del Consumidor Regional;SANTANDER;SANTANDER;BUCARAMANGA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Profesional;SI;INFORMAL;;#¡REF!;calzado yayita;CERRADO;Incumplimiento de la garantía;Bien;zapatos;130000;2021-11-07 00:00;2021-12-02;2021-12-02;2021-12-02;NO;;7
594613;2021-11-22;CB KENNEDY;Casas del Consumidor Bogota;BOGOTA;BOGOTA;KENNEDY;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;INFORMAL;;#¡REF!;MARS ARIAS TAPICERIA.DE FABRICA;CERRADO;Incumplimiento de la garantía;Servicio;SERVIVIO DE TAPICERIA;950000;2021-03-04 00:00;2021-12-02;2021-12-02;2021-12-02;NO;;10
877821;2022-10-19;RUTA3;Rutas del Consumidor;BOGOTA;CORDOBA;CERETE;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;INFORMAL;;#¡REF!;MONTEMOTOS SAS- JORGE ANDRES EUSSE RESTREPO;CERRADO-ICOM;Incumplimiento contractual;Bien;Moto;4710350;2018-01-24 00:00;2022-10-19;2022-10-19;2022-10-19;NO;;0
1014308;2023-04-26;CB BARRIOS UNIDOS;Casas del Consumidor Bogota;BOGOTA;BOGOTA;BARRIOS UNIDOS;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;FORMAL;NIT;#¡REF!;MARITZA CORTES GOMEZ/SEAS OF THE WORLD/VIAJES VIVA COLOMBIA SAS;CERRADO-IAP;Incumplimiento de la garantía;Servicio;Afiliacion a oficina de turismo;3300000;2023-01-17 00:00;2023-04-28;2023-04-28;2023-04-28;NO;;2
1064533;2023-06-21;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Mujer;Básica Primaria;SI;FORMAL;NIT;#¡REF!;COMPAÑIA ENERGETICA DE OCCIDENTE - CEO;AGENDADO;Incumplimiento contractual;Servicio;lote de terreno;INDETERMINADO;2023-03-09 00:00;2023-06-29;;2023-06-29;NO;;8
1007488;2023-04-19;CB BARRIOS UNIDOS;Casas del Consumidor Bogota;BOGOTA;BOGOTA;BARRIOS UNIDOS;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Posgrado;SI;FORMAL;NIT;#¡REF!;AUTECO MOBILITY S.A.S.;CERRADO-ICOM;Incumplimiento de la garantía;Bien;Moto;32000000;2021-11-18 00:00;2023-04-20;2023-04-28;2023-04-28;NO;;9
1314655;2024-02-22;CR BUCARAMANGA;Casas del Consumidor Regional;SANTANDER;SANTANDER;BUCARAMANGA;ARREGLO DIRECTO;SIC;Prestación de servicios que suponen la entrega de un bien;Calidad del servicio;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Profesional;SI;FORMAL;NIT;#¡REF!;AUTO ARDILA;POSPUESTO;Servicios que suponen la entrega de un bien a un tercero;Servicio;arreglo vehiculo;7000000;2023-11-13 00:00;2024-02-27;2024-02-27;2024-02-27;NO;;5
1296058;2024-02-05;CR BUCARAMANGA;Casas del Consumidor Regional;SANTANDER;SANTANDER;BUCARAMANGA;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Profesional;SI;FORMAL;NIT;#¡REF!;ICE INTERNATIONAL CULTURAL EXPERIENCE SAS;CERRADO-ICOM;Incumplimiento contractual;Servicio;servicio intercambio cultural;1320000;2023-09-20 00:00;2024-02-05;2024-02-15;2024-02-15;NO;;10
1145015;2023-10-02;CR VILLAVICENCIO;Casas del Consumidor Regional;META;META;VILLAVICENCIO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Mujer;Técnico;SI;INFORMAL;;#¡REF!;HERSON HERNANDEZ COCINAS INTEGRALES;CERRADO-ICOM;Incumplimiento de la garantía;Bien;COCINA INTEGRAL;3175000;2022-01-07 00:00;2023-10-13;2023-10-13;2023-10-13;NO;;11
513932;2021-09-06;CB USME;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USME;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Básica Primaria;SI;FORMAL;NIT;#¡REF!;OPSA INGENIERIA LTDA;CERRADO;Incumplimiento contractual;Bien;apartamento;86320000;2017-07-31 00:00;2021-09-20;2021-10-04;2021-10-04;NO;;28
575361;2021-10-26;CB USME;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USME;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;FORMAL;NIT;#¡REF!;COMERCIALIZADORA DE MADERAS ALTES;CERRADO;Incumplimiento de la garantía;Bien;MUEBLES DE COCINA, CLOSET Y REPISAS FLOTANTES;5366000;2020-09-27 00:00;2021-11-03;2021-11-03;2021-11-03;NO;;8
1107911;2023-08-25;CR IBAGUE;Casas del Consumidor Regional;TOLIMA;TOLIMA;IBAGUE;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Bachiller              ;SI;FORMAL;NIT;#¡REF!;GRUPO SUPERMOTOS SAS;CERRADO-NA;Incumplimiento de la garantía;Bien;Motocicleta CB 125F MAX II 2024 NEGRO;7690000;2023-05-29 00:00;2023-08-29;2023-08-29;2023-08-29;NO;;4
471460;2021-07-28;CB KENNEDY;Casas del Consumidor Bogota;BOGOTA;BOGOTA;KENNEDY;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Técnico;SI;FORMAL;NIT;#¡REF!;HOTCELL COMUNICACIONES/ JUAN GUILLERMO ACOSTA;CERRADO;Incumplimiento de la garantía;Bien;BATERIA MARCA LENOVO A 2016 B30;35000;2021-06-01 00:00;2021-08-03;2021-08-03;2021-08-03;NO;;6
812707;2022-08-11;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Tecnólogo;SI;FORMAL;NIT;#¡REF!;CELLPLUS SAS;CERRADO;Incumplimiento de la garantía;Bien;celular dañado;INDETERMINADO;2021-12-28 00:00;2022-08-15;2022-08-31;2022-08-31;NO;;20
827169;2022-08-26;CB KENNEDY;Casas del Consumidor Bogota;BOGOTA;BOGOTA;KENNEDY;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;INFORMAL;;#¡REF!;JOSE MANUEL BONILLA HERRERA/MOTEROS V.I.P;CERRADO;Incumplimiento de la garantía;Bien;TENNIS RETRO;180000;2022-07-17 00:00;2022-09-01;2022-09-01;2022-09-01;NO;;6
1264633;2023-12-07;CB BARRIOS UNIDOS;Casas del Consumidor Bogota;BOGOTA;BOGOTA;BARRIOS UNIDOS;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;#¡REF!;RESIDERE SAS;AGENDADO;Información o publicidad engañosa;Bien; Apartamento;159000000;2020-02-22 00:00;2023-12-12;;2023-12-12;NO;;5
494934;2021-08-19;CB USME;Casas del Consumidor Bogota;BOGOTA;BOGOTA;USME;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Básica Primaria;SI;FORMAL;NIT;#¡REF!;OPSA INGENIERIA LTDA;CERRADO;Incumplimiento contractual;Bien;apartamento;86320000;2017-07-31 00:00;2021-08-31;2021-09-02;2021-09-02;NO;;14
1275000;2023-12-13;CR BUCARAMANGA;Casas del Consumidor Regional;SANTANDER;SANTANDER;BUCARAMANGA;ARREGLO DIRECTO;SIC;Arreglo Directo;Arreglo Directo;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;#¡REF!;ELECTROAGRO SAS;POSPUESTO;Incumplimiento de la garantía;Bien; bombas sumergibles para drenaje marca pedrollo;4474000;2023-06-13 00:00;2023-12-19;;2023-12-19;NO;;6
943959;2023-02-20;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Física;Ninguna;Hombre;No indica;SI;FORMAL;NIT;#¡REF!;AUTECO MOBILITY S.A.S.;CERRADO-IAP;Incumplimiento contractual;Servicio;crédito financiero;INDETERMINADO;2022-02-01 00:00;2023-03-01;2023-03-06;2023-03-06;NO;;14
643737;2022-02-18;EPPA CR PASTO;EPPA REGIONAL;NARIÑO;NARIÑO;PASTO;ARREGLO DIRECTO;SIC;Prestación de servicios que suponen la entrega de un bien;Calidad del servicio;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;No indica;SI;INFORMAL;;#¡REF!;taller de bicicletas obando;CERRADO;Servicios que suponen la entrega de un bien a un tercero;Bien;bicicleta tipo montañera;250000;2021-09-29 00:00;2022-03-14;2022-03-14;2022-03-14;NO;;24
1014286;2023-04-26;CB BARRIOS UNIDOS;Casas del Consumidor Bogota;BOGOTA;BOGOTA;BARRIOS UNIDOS;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;No indica;SI;FORMAL;NIT;#¡REF!;AMERICAN CROWN GROUP S.A.S.;CERRADO-IAP;Incumplimiento de la garantía;Servicio;Afiliacion a oficina de turismo;3500000;2022-07-10 00:00;2023-04-26;2023-04-28;2023-04-28;NO;;2
312125;2020-10-21;RUTA 2;Rutas del Consumidor;BOGOTA;ANTIOQUIA;YARUMAL;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;INFORMAL;;#¡REF!;almacen multigangas;AGENDADO;Incumplimiento de la garantía;Bien;"TELEVISOR LED 32""";540000;2020-01-07 00:00;2020-10-22;;2020-10-22;NO;;1
443278;2021-06-25;RUTA3;Rutas del Consumidor;BOGOTA;VALLE DEL CAUCA;CARTAGO;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Básica Primaria;SI;INFORMAL;;#¡REF!;cartago motos;CERRADO;Incumplimiento de la garantía;Bien;MOTO YAMAHA XTZ 125;5000000;2021-04-20 00:00;2021-06-25;2021-06-25;2021-06-25;NO;;0
599451;2021-11-29;CR VALLEDUPAR;Casas del Consumidor Regional;CESAR;CESAR;VALLEDUPAR;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Tecnólogo;SI;FORMAL;NIT;#¡REF!;RUTA ESMERALDA SAS;CERRADO;Incumplimiento de la garantía;Servicio;plan vacacional el cual no me prestan el servicio aduciendo que para las fechas en las que dispongo no hay espacio, ;2400000;2020-09-23 00:00;2021-12-02;2021-12-02;2021-12-02;NO;;3
705371;2022-04-22;CB KENNEDY;Casas del Consumidor Bogota;BOGOTA;BOGOTA;KENNEDY;ARREGLO DIRECTO;SIC;Protección Contractual;Incumplimiento Contractual;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Hombre;Bachiller              ;SI;INFORMAL;;#¡REF!;CARLOS ALBERTO GARCIA;CERRADO;Incumplimiento contractual;Servicio;LATONERIA Y PINTURA;1200000;2022-03-15 00:00;2022-05-10;2022-05-10;2022-05-10;NO;;18
1148730;2023-10-04;CR CARTAGENA;Casas del Consumidor Regional;BOLIVAR;BOLIVAR;CARTAGENA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Técnico;SI;FORMAL;NIT;#¡REF!;SOLUCIONES INTEGRALES E INVERSIONES COMERCIALES INVERCOM S.A.S;CERRADO-NA;Incumplimiento de la garantía;Bien;TELEFONO MOTOROLA G60S;830000;2023-05-16 00:00;2023-10-12;2023-10-19;2023-10-19;NO;;15
1296034;2024-02-05;CR BUCARAMANGA;Casas del Consumidor Regional;SANTANDER;SANTANDER;BUCARAMANGA;ARREGLO DIRECTO;SIC;Calidad, Idoneidad y seguridad;Producto defectuoso;Ciudadano Atendido;60-80 años;Ninguna ;Ninguna;Hombre;Profesional;NO;INFORMAL;;#¡REF!;DEPOSITO MERCOLINEA;CERRADO-NA;Incumplimiento de la garantía;Bien;RADIO NOTEC R1181-3 B;61400;2023-12-29 00:00;2024-02-15;2024-02-20;2024-02-20;NO;;15
728662;2022-05-16;CR VALLEDUPAR;Casas del Consumidor Regional;CESAR;CESAR;VALLEDUPAR;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;#¡REF!;AUTECO MOBILITY S.A.S.;CERRADO;Incumplimiento de la garantía;Bien;Motocicleta Victory One negro mate modelo 2022;5200000;2022-02-12 00:00;2022-05-26;2022-05-26;2022-05-26;NO;;10
878100;2022-10-20;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Mujer;Profesional;NO;FORMAL;NIT;#¡REF!;FASE DOS PROYECTA CONSTRUCTORES SAS;CERRADO-NA;Información o publicidad engañosa;Bien;COMPRA DE INMUEBLE;INDETERMINADO;2021-08-11 00:00;2022-10-31;2022-11-01;2022-11-01;NO;;12
331073;2020-11-20;CB ENGATIVA;Casas del Consumidor Bogota;BOGOTA;BOGOTA;ENGATIVA;ARREGLO DIRECTO;SIC;Arreglo Directo;Arreglo Directo;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Hombre;Técnico;SI;INFORMAL;;#¡REF!;CONSULTA;CERRADO;Incumplimiento contractual;Bien;Canones de arrendamiento ;1700000;2019-10-01 00:00;2020-11-30;2020-11-30;2020-11-30;NO;;10
1014369;2023-04-26;CB BARRIOS UNIDOS;Casas del Consumidor Bogota;BOGOTA;BOGOTA;BARRIOS UNIDOS;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;No indica;SI;FORMAL;NIT;#¡REF!;MUEBLES Y ACCESORIOS;CERRADO-ICOM;Incumplimiento contractual;Bien;Juego de sala;2534400;2021-04-07 00:00;2023-04-26;2023-04-28;2023-04-28;NO;;2
325618;2020-11-11;CR PEREIRA;Casas del Consumidor Regional;RISARALDA;RISARALDA;PEREIRA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Hombre;Bachiller              ;SI;FORMAL;NIT;#¡REF!;AUTOLASSER S.A.S;CERRADO;Incumplimiento contractual;Bien;Vehículo campero kia sorento 2008, placa NAR972;32000000;2020-08-14 00:00;2020-11-19;2021-03-01;2021-03-01;NO;;110
1017864;2023-04-28;CB BARRIOS UNIDOS;Casas del Consumidor Bogota;BOGOTA;BOGOTA;BARRIOS UNIDOS;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Adulto mayor;Hombre;Bachiller              ;SI;FORMAL;NIT;#¡REF!;INDUSTRIAS TECNO DISTRIBUCIONES SAS;CERRADO-ICOM;Incumplimiento de la garantía;Bien;Iphone 14 pro max;4300000;2023-04-22 00:00;2023-05-05;2023-05-05;2023-05-05;NO;;7
392374;2021-04-15;CB CIUDAD BOLÍVAR;Casas del Consumidor Bogota;BOGOTA;BOGOTA;CIUDAD BOLIVAR;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Hombre;Básica Primaria;SI;INFORMAL;;#¡REF!;ORNAMENTADOS TORRES;CERRADO;Servicios que suponen la entrega de un bien a un tercero;Servicio;Puerta;860000;2020-10-09 00:00;2021-05-13;2021-05-14;2021-05-14;NO;;29
1295950;2024-02-05;CR BUCARAMANGA;Casas del Consumidor Regional;SANTANDER;SANTANDER;BUCARAMANGA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Profesional;SI;INFORMAL;;#¡REF!;MEGATIENDAS INDUSTRIAL BUCARAMANGA;CERRADO-ICOM;Incumplimiento de la garantía;Bien;una vitrina de carnicería para pollo de 1.50 con bodega y 3 pisos para exhibición vol. 110;9800000;2023-02-25 00:00;2024-02-15;2024-02-16;2024-02-16;NO;;11
502523;2021-08-26;CR BUCARAMANGA;Casas del Consumidor Regional;SANTANDER;SANTANDER;BUCARAMANGA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;60-80 años;Ninguna ;Ninguna;Hombre;Profesional;SI;INFORMAL;;#¡REF!;ferreteria la broca;CERRADO;Incumplimiento de la garantía;Bien;MAQUINA MEZCLADORA BULTO ELECTRICO;1450000;2021-07-12 00:00;2021-08-30;2021-08-31;2021-08-31;NO;;5
595089;2021-11-22;CB KENNEDY;Casas del Consumidor Bogota;BOGOTA;BOGOTA;KENNEDY;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;26-40 años;Ninguna ;Ninguna;Hombre;Bachiller              ;SI;INFORMAL;;#¡REF!;KITSCH LAMINA Y PINTURA;CERRADO;Incumplimiento de la garantía;Servicio;SERVICIO DE RESTAURACION Y PINTURA;7650000;2021-05-03 00:00;2021-12-02;2021-12-02;2021-12-02;NO;;10
884281;2022-10-27;CR POPAYAN;Casas del Consumidor Regional;CAUCA;CAUCA;POPAYAN;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;19-25 años;Ninguna ;Desplazado;Hombre;Bachiller              ;SI;INFORMAL;;#¡REF!;cell electronica;CERRADO-IAP;Información o publicidad engañosa;Bien;celular reportado;INDETERMINADO;2021-01-20 00:00;2022-11-02;2022-12-11;2022-12-11;NO;;45
711280;2022-04-28;RUTA3;Rutas del Consumidor;BOGOTA;SANTANDER;BARRANCABERMEJA;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;41-59 años;Ninguna ;Ninguna;Mujer;Posgrado;SI;FORMAL;NIT;#¡REF!;CSA TOÑO MOTOS EDGAR ENRIQUE CACERES;CERRADO;Incumplimiento de la garantía;Bien;moto marca UMA pulsar 180;9000000;2021-12-01 00:00;2022-04-29;2022-04-29;2022-04-29;NO;;1
412041;2021-05-12;CB CIUDAD BOLÍVAR;Casas del Consumidor Bogota;BOGOTA;BOGOTA;CIUDAD BOLIVAR;ARREGLO DIRECTO;SIC;Garantías ;Incumplimiento de los términos de garantía;Ciudadano Atendido;19-25 años;Ninguna ;Ninguna;Mujer;Profesional;SI;FORMAL;NIT;#¡REF!;VIRTUAL SALES SAS;CERRADO;Incumplimiento contractual;Bien;Celular;550000;2021-04-27 00:00;2021-05-24;2021-11-17;2021-11-17;NO;;189
